郑康业，香港演员，代表作品为《猛鬼舞厅》《猴形扣手》《七十二家房客》等。[1] 	郑康业 香港 演员 代表作品 猛鬼 舞厅 猴形 扣手 七十二家 房客
王蒙，男，河北南皮人，祖籍河北沧州，1934年10月15日生于北平（今北京市）。中共第十二届、十三届中央委员，第八、九、十届全国政协常委。中国当代作家、学者，文化部原部长，中国作家协会名誉主席，任解放军艺术学院、南京大学、浙江大学、上海师范大学、华中师范大学、新疆大学、新疆师范大学、中国海洋大学、安徽师范大学教授、名誉教授、顾问，中国海洋大学文新学院院长。现在居住在北京，著有长篇小说《青春万岁》《活动变人形》等近百部小说，其作品反映了中国人民在前进道路上的坎坷历程。曾获意大利蒙德罗文学奖、日本创价学会和平与文化奖、俄罗斯科学院远东研究所与澳门大学荣誉博士学位、约旦作家协会名誉会员等荣衔。作品翻译为二十多种语言在各国发行。[1] 2017年12月，王蒙《奇葩奇葩处处哀》获得第十七届百花文学奖中篇小说奖。[2] 2019年9月23日，王蒙长篇小说《青春万岁》入选“新中国70年70部长篇小说典藏”。[3] 2019年9月17日，国家主席习近平签署主席令，授予王蒙“人民艺术家”国家荣誉称号。	王蒙 河北 南皮 祖籍 河北 沧州 生于 北平 北京市 中共 第十二届 十三届 中央委员 第八 十届 全国政协 常委 中国 当代作家 学者 文化部 部长 中国作家协会 名誉主席 解放军艺术学院 南京大学 浙江大学 上海师范大学 华中师范大学 新疆大学 新疆师范大学 中国 海洋大学 安徽师范大学 教授 名誉教授 顾问 中国 海洋大学 文新 学院 院长 现在 居住 北京 长篇小说 青春 万岁 活动 人形 百部 小说 作品 反映 中国 人民 前进 道路 坎坷 历程 意大利 德罗 文学奖 日本 创价 学会 和平 文化 俄罗斯科学院 远东 研究所 澳门大学 荣誉 博士学位 约旦 作家协会 名誉会员 荣衔 作品 翻译 二十多种 语言 各国 发行 王蒙 奇葩 奇葩 处处 获得 第十七届 百花 文学奖 中篇小说 王蒙 长篇小说 青春 万岁 入选 中国 长篇小说 典藏 国家 主席 习近平 签署 主席令 授予 王蒙 人民 艺术家 国家 荣誉称号
郭博（1920—），郭沫若之子，他的母亲就是郭沫若先生的日本裔夫人郭安娜。[1] 郭博先生现任上海市人民政府参事室参事、上海宋庆龄基金会理事、中国摄影家协会会员及上海建筑设计研究院有限公司总工程师。	郭博 郭沫若 之子 母亲 郭沫若 先生 日本 夫人 安娜 郭博 先生 现任 上海市人民政府 参事室 参事 上海 宋庆龄基金会 理事 中国摄影家协会 会员 上海 建筑设计 研究院 有限公司 总工程师
李香琴（1930[1] 年1月13日），原名李瑞琴，广东顺德人，粤剧界出身，香港粤语电影演员。早年居于澳门，入读励群小学；从小爱好粤剧，十六岁正式踏足舞台，曾有“二帮王”（“二帮”即粤剧中的第一女配角）之称。	李香琴 原名 李瑞琴 广东 顺德人 粤剧 出身 香港 粤语 电影演员 早年 居于 澳门 读励 小学 从小 爱好 粤剧 十六岁 正式 踏足 舞台 二帮王 二帮 粤剧 第一 女配角 之称
刘世昌（1921年12月6日~2010年9月19日），河北省安国县人，回族，1938年参加革命，加入冀中人民自卫军，同年加入中国共产党。1964年晋为少将。曾荣获二级独立自由勋章、二级解放勋章和独立功勋荣誉勋章。建国后，历任江西军区宣传部副部长兼青年部部长，空军师政委，军区空军政治部主任，空军军政委，空军政治部主任、副政委兼空军学院政委，中共空军纪委书记。	刘世昌 河北省 安国县 回族 参加 革命 加入 冀中 人民 自卫军 同年 加入 中国共产党 年晋 少将 荣获 二级 独立 自由 勋章 二级 解放 勋章 独立 功勋 荣誉 勋章 建国 历任 江西 军区 宣传部 部长 青年 部长 空军 师政委 军区 空军政治部 主任 空军 军政委 空军政治部 主任 副政委 空军 学院 政委 中共 空军 纪委书记
钱瑗，1937年5月生于英国牛津，是钱钟书和杨绛的女儿，北京师范大学英语系教授。1997年3月4日，因患脊椎癌去世。	生于 英国牛津 钱钟书 女儿 北京师范大学 英语系 教授 因患 脊椎 去世
女，著名京剧教育家，程派（程砚秋）艺术传人，国家一级演员，国务院政府特殊津贴获得者，北京市名师奖获得者，北京市非遗传承人，全国第一位举行个人教学成果展演的戏曲专业教师，中国青年京剧演员研究生班导师，京剧流派班导师。[1] 	著名 京剧 教育家 程派 程砚秋 艺术 传人 国家一级 演员 国务院 政府 特殊津贴 获得者 北京市 名师 获得者 北京市 遗传 承人 全国 第一位 举行 个人 教学 成果 展演 戏曲 专业 教师 中国 青年 京剧 演员 研究生班 导师 京剧 流派 导师
张锦秋（1936.10-），教授级高级建筑师，中国工程院首批院士，中国建筑西北设计研究院总建筑师。张锦秋于1954至1960年在清华大学建筑系学习。1961至1966年在清华大学建筑系攻读“建筑历史和理论”研究生，师从建筑学家梁思成和莫宗江教授。自1966年2月起，在中国建筑西北设计研究院从事建筑设计，并自1987年起任总建筑师。张锦秋的建筑设计思想坚持探索建筑传统与现代相结合，其设计作品具有鲜明的地域特色，并注重将规划、建筑、园林融为一体[1] 。	张锦秋 1936.10 教授级 高级 建筑师 中国工程院 首批 院士 中国 建筑 西北 设计 研究院 建筑师 张锦秋于 清华大学 建筑系 学习 清华大学 建筑系 攻读 建筑 历史 理论 研究生 师从 建筑学家 梁思成 莫宗江 教授 中国 建筑 西北 设计 研究院 从事 建筑设计 起任 建筑师 张锦秋 建筑设计 思想 坚持 探索 建筑 传统 现代 相结合 设计 作品 具有 鲜明 地域 特色 注重 规划 建筑 园林 融为一体
傅全香，原名孙泉香（1923年8月30日—2017年10月24日），浙江嵊县后庄村人，第二批国家级非物质文化遗产项目越剧代表性传承人，国家一级演员，享受国务院政府特殊津贴。[1] 	傅全香 原名 孙泉 浙江 嵊县 庄村 第二批 国家级 物质 文化遗产 项目 越剧 代表性 传承 国家一级 演员 享受 国务院 政府 特殊津贴
梁家仁，1949年01月20日出生于广东陆丰市碣石镇，香港武打演员，导演、监制。1976年，参与动作电影《蔡李佛小子》。1977年，主演了陈观泰自导自演的电影《少年黄飞鸿之铁猴子》。1979年，主演动作警匪电影《睡拳怪招》。1982年，主演动作奇幻喜剧电影《奇门遁甲》。同年主演武侠剧《天龙八部》，饰演萧峰[1] 。1984年，主演冒险动作片电影《无名火》。同年参演武侠剧《神雕侠侣》，饰演郭靖[2] 。1986年，主演了袁和平执导的僵尸电影《僵尸怕怕》。1989年，主演电影《火爆行动》。1990年，主演动作喜剧电影《一本漫画闯天涯》[3] 。1993年，主演古龙小说改编的电影《西门无恨》。1995年，参演喜剧电影《回魂夜》。1998年，主演电影《杀手天使》。1999年，主演电影《夺命九千岁》。2003年，主演了抗“非典”温馨励志电影《阿龙的故事》[4] 。2005年，主演古装武打神话动作片《天音琴魔》[5] 。2007年，主演贺岁商业电影《大灌篮》[6] 。2008年，参演武侠剧《射雕英雄传》，饰演洪七公[7] 。2009年，出演了古装喜剧《大内密探灵灵狗》[8] 。2011年，主演了根据民间故事改编的电影《忠烈杨家将》[9] 。2013年，主演了电影《刺客》[10] 。2015年6月19日在海南电影节上获得终身成就奖[11] 。2020年9月28日，参演麦咏麟执导的动作电影《龙虎斗》[12] 。	梁家仁 日出 生于 广东 陆丰市 碣石 香港 武打 演员 导演 监制 参与 动作 电影 蔡李佛 小子 主演 陈观泰 自导自演 电影 少年 黄飞鸿 之铁 猴子 主演 动作 警匪 电影 睡拳 怪招 主演 动作 奇幻 喜剧电影 奇门遁甲 同年 主演 武侠剧 天龙八部 饰演 萧峰 主演 冒险 动作片 电影 无名火 同年 参演 武侠剧 神雕侠侣 饰演 郭靖 主演 袁和平 执导 僵尸 电影 僵尸 怕怕 主演 电影 火爆 行动 主演 动作 喜剧电影 一本 漫画 天涯 主演 古龙 小说 改编 电影 西门 无恨 参演 喜剧电影 回魂夜 主演 电影 杀手 天使 主演 电影 夺命 九千岁 主演 非典 温馨 励志 电影 阿龙 故事 主演 古装 武打 神话 动作片 天音 主演 贺岁 商业 电影 灌篮 参演 武侠剧 射雕 英雄传 饰演 洪七公 出演 古装 喜剧 大内 密探 灵灵狗 主演 民间故事 改编 电影 忠烈 杨家将 主演 电影 刺客 海南 电影节 获得 终身 成就奖 参演 麦咏麟 执导 动作 电影 龙虎斗
李振辉是李海泉夫妇的三子，1948年出生于广东顺德，在李小龙五姐弟中排行最小，当过演员、出过唱片。代表作品有《人间世外》、《四乐士特辑》等。	李振辉 李海泉 夫妇 三子 年出 生于 广东 顺德 李小龙 姐弟 排行 最小 演员 出过 唱片 代表作品 人间 世外 四乐士 特辑
范瑞娟，别名范竹山（1924年1月6日－2017年2月17日），女，汉族，1924年生，浙江绍兴人。第二批国家级非物质文化遗产项目越剧代表性传承人，越剧范派创始人，国家一级演员。[1] 	范瑞娟 别名 竹山 汉族 年生 浙江 绍兴人 第二批 国家级 物质 文化遗产 项目 越剧 代表性 传承 越剧 范派 创始人 国家一级 演员
马德华，曾用名马芮[1] ，1945年8月11日生于北京，中国内地影视、戏曲演员，国家一级演员[2] 。1960年，马德华报考了中国京剧院并被录取[3] 。之后，马德华转为昆曲丑角演员[4] 。1986年，因在古装神话剧《西游记》中饰演猪八戒而获得关注并开始影视生涯。1988年，与《西游记》的其他演员一同登上中央电视台春节联欢晚会的舞台，此后马德华息影了一段时间。2006年，主演了电视剧《老人的故事》[5] 。2007年，主演的古装剧《吴承恩与西游记》首播[6] 。2011年，主演喜剧电影《冒牌董事长》。2012年，出演喜剧《喜事连连：剩男相亲记》[7] 。2014年，出演的喜剧电影《80后的独立宣言》上映[8] 。2016年，主演电影《财迷》[9] 。2017年，主演文艺电影《灿烂光辉》[10] 。2018年4月，主演电影《误入青春》；11月，参演的电影《在天堂等我》上映[11] 。2019年1月，其编写的自传《悟能》正式出版[12] 。同年，在韩延执导的魔幻电影《西游记真假美猴王》中以动作捕捉表演的形式饰演猪八戒[13] 。	德华 曾用名 马芮 生于 北京 中国 内地 影视 戏曲 演员 国家一级 演员 德华 报考 中国京剧院 录取 之后 德华 转为 昆曲 丑角 演员 因在 古装 神话剧 西游记 饰演 猪八戒 获得 关注 影视 生涯 西游记 演员 一同 登上 中央电视台 春节 联欢晚会 舞台 此后 德华 息影 一段时间 主演 电视剧 老人 故事 主演 古装剧 吴承恩 西游记 首播 主演 喜剧电影 冒牌 董事长 出演 喜剧 喜事 连连 剩男 相亲 出演 喜剧电影 独立宣言 上映 主演 电影 财迷 主演 文艺 电影 灿烂 光辉 主演 电影 误入 青春 参演 电影 天堂 上映 编写 自传 正式 出版 同年 韩延 执导 魔幻 电影 西游记 真假 美猴王 中以 动作 捕捉 表演 形式 饰演 猪八戒
夏春秋，原名吴耀冬（唔要冬），名“冬叔”，前亚洲电视艺员，香港电视节目主持人，艺人吴君如的父亲。[1] 	春秋 原名 吴耀冬 冬叔 亚洲电视 艺员 香港 电视节目 主持人 艺人 吴君如 父亲
胡庆士，出生于中国安徽省安庆市，话剧和电影、电视剧演员，国家一级演员。代表作有话剧《屈原》、电影《李冰》、电影《东陵大盗》、电视剧《海瑞传奇》、电视剧《水浒传》（1998年中央电视台所拍摄的版本）等。	胡庆士 生于 中国 安徽省 安庆市 话剧 电影 电视剧 演员 国家一级 演员 代表作 话剧 屈原 电影 李冰 电影 东陵 大盗 电视剧 海瑞 传奇 电视剧 水浒传 中央电视台 拍摄 版本
张小燕，1948年8月11日生于上海市，祖籍福建诏安，客家人，华语影视女演员、节目主持人、电视台总监、公司老板、DJ、飞碟电台董事长。1953年，张小燕以童星身份步入演艺圈，相继出演《归来》《苦女寻亲记》《天伦泪》《今夜摘星去》等作品，三次获得亚太影展最佳童星奖。1968年主持台视《儿童世界》开始主持人的生涯；1978年跳槽到华视，独撑华视综艺大局三十年。先后主持了《综艺100》《超级星期天》《快乐星期天》《小燕有约》等节目。1996年出任TVBS-G总监。在任职飞碟唱片时期，打造了艺人小虎队、张雨生等人，1995年和丈夫彭国华组建丰华唱片，挖掘艺人张惠妹、陶晶莹等人。2001年，因丈夫彭国华去世，逐渐淡出主持圈。2004年离开华视。2006年在华视35周年台庆酒会上被员工票选为“经典华视人”之一，同年担任第51届亚太影展总监。2007年以除夕特别节目《金银猪宝庆团圆》返回华视；2008年返回台视主持《百万小学堂》《红白红白我胜利》等节目。至2013年底，已六次获得台湾电视金钟奖综艺节目主持人奖、一次获得台湾电视金钟奖戏剧节目最佳女主角奖。	张小燕 生于 上海市 祖籍 福建 诏安 客家人 华语 影视 女演员 节目 主持人 电视台 总监 公司 老板 DJ 飞碟 电台 董事长 张小燕 童星 身份 步入 演艺圈 相继 出演 归来 苦女 寻亲 天伦 今夜 摘星 作品 三次 获得 亚太 影展 最佳 童星 主持 台视 儿童 世界 主持人 生涯 跳槽 华视 独撑 华视 综艺 大局 三十年 先后 主持 综艺 超级 星期天 快乐 星期天 小燕有 节目 出任 TVBS 总监 任职 飞碟 唱片 时期 打造 艺人 小虎队 张雨生 丈夫 国华 组建 丰华 唱片 挖掘 艺人 张惠妹 陶晶莹 丈夫 国华 去世 逐渐 淡出 主持 离开 华视 华视 周年 台庆 酒会 员工 票选 经典 华视 同年 担任 亚太 影展 总监 除夕 特别节目 金银 猪宝庆 团圆 返回 华视 返回 台视 主持 学堂 红白 红白 胜利 节目 年底 六次 获得 台湾电视 金钟奖 综艺节目 主持人 一次 获得 台湾电视 金钟奖 戏剧 节目 最佳 主角奖
